locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILPPLFEM_08554	CDS	1329	ackA_3	2.7.2.1	COG0282	Acetate kinase
ILPPLFEM_08555	CDS	921				hypothetical protein
ILPPLFEM_08556	CDS	288				hypothetical protein
ILPPLFEM_08557	CDS	1152				IS110 family transposase ISGka2
ILPPLFEM_08558	CDS	462				hypothetical protein
ILPPLFEM_08559	CDS	369				hypothetical protein
ILPPLFEM_08560	CDS	618				hypothetical protein
ILPPLFEM_08561	CDS	306				hypothetical protein
ILPPLFEM_08562	CDS	615				hypothetical protein
ILPPLFEM_08563	CDS	633	ttdA_3	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
ILPPLFEM_08564	CDS	378				hypothetical protein
ILPPLFEM_08565	CDS	294				hypothetical protein
ILPPLFEM_08566	CDS	480				hypothetical protein
ILPPLFEM_08567	CDS	222				hypothetical protein
ILPPLFEM_08568	CDS	417				hypothetical protein
ILPPLFEM_08569	CDS	1347				hypothetical protein
ILPPLFEM_08570	CDS	1569	cysS_3	6.1.1.16	COG0215	Cysteine--tRNA ligase
ILPPLFEM_08571	CDS	387				hypothetical protein
ILPPLFEM_08572	CDS	849				hypothetical protein
ILPPLFEM_08573	CDS	1353	rnfC_5	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
ILPPLFEM_08574	CDS	852			COG2826	IS30 family transposase ISSag9
ILPPLFEM_08575	CDS	237				hypothetical protein
ILPPLFEM_08576	CDS	783		2.7.7.-	COG0617	A-adding tRNA nucleotidyltransferase
ILPPLFEM_08577	CDS	435	tadA_6	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
ILPPLFEM_08578	CDS	156				hypothetical protein
ILPPLFEM_08579	CDS	1167	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
ILPPLFEM_08580	CDS	171				hypothetical protein
ILPPLFEM_08581	CDS	1443	ftsA_4			Cell division protein FtsA
ILPPLFEM_08582	CDS	855				hypothetical protein
ILPPLFEM_08583	CDS	573				hypothetical protein
ILPPLFEM_08584	CDS	270				hypothetical protein
ILPPLFEM_08585	CDS	603	ribE_4	2.5.1.9	COG0307	Riboflavin synthase
ILPPLFEM_08586	CDS	600				hypothetical protein
ILPPLFEM_08587	CDS	1491				hypothetical protein
ILPPLFEM_08588	CDS	363				hypothetical protein
ILPPLFEM_08589	CDS	987	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
ILPPLFEM_08590	CDS	414				hypothetical protein
ILPPLFEM_08591	CDS	222				hypothetical protein
ILPPLFEM_08592	CDS	1398				hypothetical protein
ILPPLFEM_08593	CDS	1545				IS1182 family transposase ISBcl1
ILPPLFEM_08594	CDS	1419	pyk_6	2.7.1.40		Pyruvate kinase
ILPPLFEM_08595	CDS	1257				hypothetical protein
ILPPLFEM_08596	CDS	177				hypothetical protein
ILPPLFEM_08597	CDS	1257				hypothetical protein
ILPPLFEM_08598	CDS	1032				hypothetical protein
ILPPLFEM_08599	CDS	372				hypothetical protein
ILPPLFEM_08600	CDS	411				hypothetical protein
ILPPLFEM_08601	CDS	540	algU_4		COG1595	RNA polymerase sigma-H factor
ILPPLFEM_08602	CDS	438				hypothetical protein
ILPPLFEM_08603	CDS	309				hypothetical protein
ILPPLFEM_08604	CDS	318				hypothetical protein
ILPPLFEM_08605	CDS	852	xerC_20			Tyrosine recombinase XerC
ILPPLFEM_08606	CDS	366				hypothetical protein
ILPPLFEM_08607	CDS	864				hypothetical protein
ILPPLFEM_08608	CDS	129				hypothetical protein
ILPPLFEM_08609	CDS	309				hypothetical protein
ILPPLFEM_08610	CDS	360				hypothetical protein
ILPPLFEM_08611	CDS	417	tatC		COG0805	Sec-independent protein translocase protein TatC
ILPPLFEM_08612	CDS	966	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
ILPPLFEM_08613	CDS	330			COG0662	Oxalate-binding protein
ILPPLFEM_08614	CDS	807			COG0327	GTP cyclohydrolase 1 type 2 
ILPPLFEM_08615	CDS	585				hypothetical protein
ILPPLFEM_08616	CDS	549				hypothetical protein
ILPPLFEM_08617	CDS	894				hypothetical protein
ILPPLFEM_08618	CDS	1308	pucK		COG2233	Uric acid permease PucK
ILPPLFEM_08619	CDS	1167				IS110 family transposase ISFnu3
ILPPLFEM_08620	CDS	933	alr1_2	5.1.1.1	COG0787	Alanine racemase 1
ILPPLFEM_08621	CDS	744	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
ILPPLFEM_08622	CDS	336				hypothetical protein
ILPPLFEM_08623	CDS	309				hypothetical protein
ILPPLFEM_08624	CDS	771	rpsB		COG0052	30S ribosomal protein S2
ILPPLFEM_08625	CDS	1239				IS256 family transposase ISCbo4
ILPPLFEM_08626	CDS	600				hypothetical protein
ILPPLFEM_08627	CDS	792				hypothetical protein
ILPPLFEM_08628	CDS	1518				hypothetical protein
ILPPLFEM_08629	CDS	1152	yghO_2			Protein YghO
ILPPLFEM_08630	CDS	282				hypothetical protein
ILPPLFEM_08631	CDS	279				hypothetical protein
ILPPLFEM_08632	CDS	171				hypothetical protein
ILPPLFEM_08633	CDS	831				hypothetical protein
ILPPLFEM_08634	CDS	447				hypothetical protein
ILPPLFEM_08635	CDS	681	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
ILPPLFEM_08636	CDS	378				hypothetical protein
ILPPLFEM_08637	CDS	186				hypothetical protein
ILPPLFEM_08638	CDS	591		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
ILPPLFEM_08639	CDS	1467	rsmF_2	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
ILPPLFEM_08640	CDS	1173				hypothetical protein
ILPPLFEM_08641	CDS	99				hypothetical protein
ILPPLFEM_08642	CDS	912	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
ILPPLFEM_08643	CDS	1008				hypothetical protein
ILPPLFEM_08644	CDS	426				hypothetical protein
ILPPLFEM_08645	CDS	933				hypothetical protein
ILPPLFEM_08646	CDS	1491				hypothetical protein
ILPPLFEM_08647	CDS	1356				hypothetical protein
ILPPLFEM_08648	CDS	399				hypothetical protein
ILPPLFEM_08649	CDS	1050	xerC_21			Tyrosine recombinase XerC
ILPPLFEM_08650	CDS	1260	fusA_4		COG0480	Elongation factor G
ILPPLFEM_08651	CDS	522	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
ILPPLFEM_08652	CDS	1101	yoaH		COG0840	Putative methyl-accepting chemotaxis protein YoaH
ILPPLFEM_08653	CDS	414				hypothetical protein
ILPPLFEM_08654	CDS	447				hypothetical protein
ILPPLFEM_08655	CDS	183				hypothetical protein
ILPPLFEM_08656	CDS	453				hypothetical protein
ILPPLFEM_08657	CDS	576				hypothetical protein
ILPPLFEM_08658	CDS	909				hypothetical protein
ILPPLFEM_08659	CDS	882	kduI	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
ILPPLFEM_08660	CDS	1170	fieF_2			Ferrous-iron efflux pump FieF
ILPPLFEM_08661	CDS	300				hypothetical protein
ILPPLFEM_08662	CDS	795				hypothetical protein
ILPPLFEM_08663	CDS	507	murC_3	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
ILPPLFEM_08664	CDS	870				hypothetical protein
ILPPLFEM_08665	CDS	198	tatA			Sec-independent protein translocase protein TatA
ILPPLFEM_08666	CDS	1062				hypothetical protein
ILPPLFEM_08667	CDS	1374	ftsZ_4			Cell division protein FtsZ
ILPPLFEM_08668	CDS	1305				hypothetical protein
ILPPLFEM_08669	CDS	1401	xylE			D-xylose-proton symporter
ILPPLFEM_08670	CDS	624				hypothetical protein
ILPPLFEM_08671	CDS	498				hypothetical protein
ILPPLFEM_08672	CDS	447				hypothetical protein
ILPPLFEM_08673	CDS	447				hypothetical protein
ILPPLFEM_08674	CDS	1056				hypothetical protein
ILPPLFEM_08675	CDS	255				hypothetical protein
ILPPLFEM_08676	CDS	1041				IS110 family transposase ISCaa7
ILPPLFEM_08677	CDS	822				hypothetical protein
ILPPLFEM_08678	CDS	1191	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
ILPPLFEM_08679	CDS	831	pdp_2	2.4.2.2		Pyrimidine-nucleoside phosphorylase
ILPPLFEM_08680	CDS	1338				hypothetical protein
ILPPLFEM_08681	CDS	1101				hypothetical protein
ILPPLFEM_08682	CDS	1275				hypothetical protein
ILPPLFEM_08683	CDS	858		2.4.2.-		Protein ADP-ribosyltransferase
ILPPLFEM_08684	CDS	402		2.4.2.-		Protein ADP-ribosyltransferase
ILPPLFEM_08685	CDS	567	cmk_11	2.7.4.25		Cytidylate kinase
ILPPLFEM_08686	CDS	456	lrgA_2		COG1380	Antiholin-like protein LrgA
ILPPLFEM_08687	CDS	1098	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
ILPPLFEM_08688	CDS	147				hypothetical protein
ILPPLFEM_08689	CDS	888				hypothetical protein
ILPPLFEM_08690	CDS	705	ribBA_5		COG0108	Riboflavin biosynthesis protein RibBA
ILPPLFEM_08691	CDS	450				hypothetical protein
ILPPLFEM_08692	CDS	471				hypothetical protein
ILPPLFEM_08693	CDS	270				hypothetical protein
ILPPLFEM_08694	CDS	585				hypothetical protein
ILPPLFEM_08695	CDS	195				hypothetical protein
ILPPLFEM_08696	CDS	381				hypothetical protein
ILPPLFEM_08697	CDS	222				hypothetical protein
ILPPLFEM_08698	CDS	456	purE_3	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
ILPPLFEM_08699	CDS	939	ispG_3	1.17.7.1	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
ILPPLFEM_08700	CDS	414				hypothetical protein
ILPPLFEM_08701	CDS	1152				IS110 family transposase ISAzo28
ILPPLFEM_08702	CDS	129				hypothetical protein
ILPPLFEM_08703	CDS	192				hypothetical protein
ILPPLFEM_08704	CDS	663	clpP_7	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
ILPPLFEM_08705	CDS	798				hypothetical protein
ILPPLFEM_08706	CDS	1056	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
ILPPLFEM_08707	CDS	441				hypothetical protein
ILPPLFEM_08708	CDS	813	dgt_2	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
ILPPLFEM_08709	CDS	723				hypothetical protein
ILPPLFEM_08710	CDS	351				hypothetical protein
ILPPLFEM_08711	CDS	396				hypothetical protein
ILPPLFEM_08712	CDS	795				hypothetical protein
ILPPLFEM_08713	CDS	1038	ribD_4		COG0117	Riboflavin biosynthesis protein RibD
ILPPLFEM_08714	CDS	687				hypothetical protein
ILPPLFEM_08715	CDS	255				hypothetical protein
ILPPLFEM_08716	CDS	186				hypothetical protein
ILPPLFEM_08717	CDS	243				hypothetical protein
ILPPLFEM_08718	CDS	984	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
ILPPLFEM_08719	CDS	402	mgsA_3	4.2.3.3	COG1803	Methylglyoxal synthase
ILPPLFEM_08720	CDS	459				hypothetical protein
ILPPLFEM_08721	CDS	465				hypothetical protein
ILPPLFEM_08722	CDS	450	infC_6			Translation initiation factor IF-3
ILPPLFEM_08723	CDS	198	rpmI_4		COG0291	50S ribosomal protein L35
ILPPLFEM_08724	CDS	345	rplT_6		COG0292	50S ribosomal protein L20
ILPPLFEM_08725	CDS	1272				hypothetical protein
ILPPLFEM_08726	CDS	690				hypothetical protein
ILPPLFEM_08727	CDS	1380				hypothetical protein
ILPPLFEM_08728	CDS	1254	yesX	4.2.2.24		Rhamnogalacturonan exolyase YesX
ILPPLFEM_08729	CDS	636				hypothetical protein
ILPPLFEM_08730	CDS	348	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
ILPPLFEM_08731	CDS	1263	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
ILPPLFEM_08732	CDS	1350	sufD		COG0719	FeS cluster assembly protein SufD
ILPPLFEM_08733	CDS	504				hypothetical protein
ILPPLFEM_08734	CDS	435				hypothetical protein
ILPPLFEM_08735	CDS	903				hypothetical protein
ILPPLFEM_08736	CDS	462				hypothetical protein
ILPPLFEM_08737	CDS	795	garK	2.7.1.165	COG1929	Glycerate 2-kinase
ILPPLFEM_08738	CDS	345				hypothetical protein
ILPPLFEM_08739	CDS	279				hypothetical protein
ILPPLFEM_08740	CDS	1362				hypothetical protein
ILPPLFEM_08741	CDS	315	cbiN		COG1930	Cobalt transport protein CbiN
ILPPLFEM_08742	CDS	753	cbiM		COG0310	Cobalt transport protein CbiM
ILPPLFEM_08743	CDS	1341	rlmL_4	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
ILPPLFEM_08744	CDS	834				hypothetical protein
ILPPLFEM_08745	CDS	360				hypothetical protein
ILPPLFEM_08746	CDS	729				hypothetical protein
ILPPLFEM_08747	CDS	1071	gcdB_2	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
ILPPLFEM_08748	CDS	780				hypothetical protein
ILPPLFEM_08749	CDS	222				hypothetical protein
ILPPLFEM_08750	CDS	1212	carB_5	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
ILPPLFEM_08751	CDS	1254				IS256 family transposase ISDet4
ILPPLFEM_08752	CDS	879				hypothetical protein
ILPPLFEM_08753	CDS	1023	tmcAL_2	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
ILPPLFEM_08754	CDS	573				hypothetical protein
ILPPLFEM_08755	CDS	942				hypothetical protein
ILPPLFEM_08756	CDS	420				hypothetical protein
ILPPLFEM_08757	CDS	339				hypothetical protein
ILPPLFEM_08758	CDS	375				hypothetical protein
ILPPLFEM_08759	CDS	897	deoC_5	4.1.2.4		Deoxyribose-phosphate aldolase
ILPPLFEM_08760	CDS	330	ypjD_2		COG1694	putative protein YpjD
ILPPLFEM_08761	CDS	531	ftsH_9	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
ILPPLFEM_08762	CDS	1395				hypothetical protein
ILPPLFEM_08763	CDS	402	guaA_3	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
ILPPLFEM_08764	CDS	558				hypothetical protein
ILPPLFEM_08765	CDS	420	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
ILPPLFEM_08766	CDS	645				hypothetical protein
ILPPLFEM_08767	CDS	327				hypothetical protein
ILPPLFEM_08768	CDS	306				hypothetical protein
ILPPLFEM_08769	CDS	882		2.4.2.-		Protein ADP-ribosyltransferase
ILPPLFEM_08770	CDS	162				hypothetical protein
ILPPLFEM_08771	CDS	621				hypothetical protein
ILPPLFEM_08772	CDS	795				hypothetical protein
ILPPLFEM_08773	CDS	894		2.5.1.10		Farnesyl diphosphate synthase
ILPPLFEM_08774	CDS	198	xseB_4	3.1.11.6		Exodeoxyribonuclease 7 small subunit
ILPPLFEM_08775	CDS	189				hypothetical protein
ILPPLFEM_08776	CDS	846	dapF_4	5.1.1.7	COG0253	Diaminopimelate epimerase
ILPPLFEM_08777	CDS	447				hypothetical protein
ILPPLFEM_08778	CDS	168				hypothetical protein
ILPPLFEM_08779	CDS	543				hypothetical protein
ILPPLFEM_08780	CDS	1179	resA_6			Thiol-disulfide oxidoreductase ResA
ILPPLFEM_08781	CDS	627				hypothetical protein
ILPPLFEM_08782	CDS	993	mdh	1.1.1.37	COG0039	Malate dehydrogenase
ILPPLFEM_08783	CDS	615				hypothetical protein
ILPPLFEM_08784	CDS	888	lutB		COG1139	Lactate utilization protein B
ILPPLFEM_08785	CDS	1161	dxr_4	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
ILPPLFEM_08786	CDS	213				hypothetical protein
ILPPLFEM_08787	CDS	321				hypothetical protein
ILPPLFEM_08788	CDS	801				hypothetical protein
ILPPLFEM_08789	CDS	1017	lnpD_2	5.1.3.2		UDP-glucose 4-epimerase
ILPPLFEM_08790	CDS	729	ywlC_4	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
ILPPLFEM_08791	CDS	471				hypothetical protein
ILPPLFEM_08792	CDS	795	araC_2			Arabinose operon regulatory protein
ILPPLFEM_08793	CDS	1026				IS110 family transposase ISCaa7
ILPPLFEM_08794	CDS	975				hypothetical protein
ILPPLFEM_08795	CDS	216				hypothetical protein
ILPPLFEM_08796	CDS	420				hypothetical protein
ILPPLFEM_08797	CDS	669	prfB_3			Peptide chain release factor 2
ILPPLFEM_08798	CDS	1353				IS1380 family transposase ISClba1
ILPPLFEM_08799	CDS	462				hypothetical protein
ILPPLFEM_08800	CDS	741				hypothetical protein
ILPPLFEM_08801	CDS	864				hypothetical protein
ILPPLFEM_08802	CDS	936				hypothetical protein
ILPPLFEM_08803	CDS	813				hypothetical protein
ILPPLFEM_08804	CDS	330				hypothetical protein
ILPPLFEM_08805	CDS	501				hypothetical protein
ILPPLFEM_08806	CDS	360				hypothetical protein
ILPPLFEM_08807	CDS	546				hypothetical protein
ILPPLFEM_08808	CDS	333				hypothetical protein
ILPPLFEM_08809	CDS	981				hypothetical protein
ILPPLFEM_08810	CDS	423				hypothetical protein
ILPPLFEM_08811	CDS	600	basR			Transcriptional regulatory protein BasR
ILPPLFEM_08812	CDS	441				hypothetical protein
ILPPLFEM_08813	CDS	291				hypothetical protein
ILPPLFEM_08814	CDS	420				hypothetical protein
ILPPLFEM_08815	CDS	789	wecC	1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
ILPPLFEM_08816	CDS	297				hypothetical protein
ILPPLFEM_08817	CDS	405				hypothetical protein
ILPPLFEM_08818	CDS	249				hypothetical protein
ILPPLFEM_08819	CDS	906	cysK_3	2.5.1.47		Cysteine synthase
ILPPLFEM_08820	CDS	864				hypothetical protein
ILPPLFEM_08821	CDS	405	apt_4	2.4.2.7		Adenine phosphoribosyltransferase
ILPPLFEM_08822	CDS	939	glcK_5	2.7.1.2	COG1940	Glucokinase
ILPPLFEM_08823	tRNA	91				tRNA-Ser(gct)
ILPPLFEM_08824	tRNA	91				tRNA-Ser(tga)
ILPPLFEM_08825	CDS	138				hypothetical protein
ILPPLFEM_08826	CDS	123				hypothetical protein
ILPPLFEM_08827	CDS	300	carE_2	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
ILPPLFEM_08828	CDS	552				hypothetical protein
ILPPLFEM_08829	CDS	1008				IS110 family transposase ISCaa7
ILPPLFEM_08830	CDS	180				hypothetical protein
ILPPLFEM_08831	CDS	168				hypothetical protein
ILPPLFEM_08832	CDS	279				hypothetical protein
ILPPLFEM_08833	CDS	327				hypothetical protein
ILPPLFEM_08834	CDS	258				hypothetical protein
ILPPLFEM_08835	CDS	741				hypothetical protein
ILPPLFEM_08836	CDS	279				hypothetical protein
ILPPLFEM_08837	CDS	375				hypothetical protein
ILPPLFEM_08838	CDS	612				hypothetical protein
ILPPLFEM_08839	CDS	351				hypothetical protein
ILPPLFEM_08840	CDS	522	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
ILPPLFEM_08841	CDS	840				hypothetical protein
ILPPLFEM_08842	CDS	963				hypothetical protein
ILPPLFEM_08843	CDS	297	rplD_4			50S ribosomal protein L4
ILPPLFEM_08844	CDS	294	rplW_4			50S ribosomal protein L23
ILPPLFEM_08845	CDS	312				hypothetical protein
ILPPLFEM_08846	CDS	231				hypothetical protein
ILPPLFEM_08847	CDS	360				hypothetical protein
ILPPLFEM_08848	CDS	609				hypothetical protein
ILPPLFEM_08849	CDS	1092				IS256 family transposase ISCth4
ILPPLFEM_08850	CDS	507				hypothetical protein
ILPPLFEM_08851	CDS	141				hypothetical protein
ILPPLFEM_08852	CDS	1278	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
ILPPLFEM_08853	CDS	942				hypothetical protein
ILPPLFEM_08854	CDS	816				hypothetical protein
ILPPLFEM_08855	CDS	573				hypothetical protein
ILPPLFEM_08856	CDS	285				hypothetical protein
ILPPLFEM_08857	CDS	480				hypothetical protein
ILPPLFEM_08858	CDS	1143	argD_3	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
ILPPLFEM_08859	CDS	1164			COG3385	IS4 family transposase ISDar2
ILPPLFEM_08860	CDS	336				hypothetical protein
ILPPLFEM_08861	CDS	477				hypothetical protein
ILPPLFEM_08862	CDS	216				hypothetical protein
ILPPLFEM_08863	CDS	330				hypothetical protein
ILPPLFEM_08864	CDS	867	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
ILPPLFEM_08865	CDS	1215	dinF		COG0534	DNA damage-inducible protein F
ILPPLFEM_08866	CDS	294				hypothetical protein
ILPPLFEM_08867	CDS	555				hypothetical protein
ILPPLFEM_08868	CDS	729	pstC_2		COG0573	Phosphate transport system permease protein PstC
ILPPLFEM_08869	CDS	1176	rlmI_4	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
ILPPLFEM_08870	CDS	288				hypothetical protein
ILPPLFEM_08871	CDS	1074	feoB_7		COG0370	Fe(2+) transporter FeoB
ILPPLFEM_08872	CDS	771				hypothetical protein
ILPPLFEM_08873	CDS	1137	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
ILPPLFEM_08874	CDS	813				hypothetical protein
ILPPLFEM_08875	CDS	1065				hypothetical protein
ILPPLFEM_08876	CDS	1068				hypothetical protein
ILPPLFEM_08877	CDS	156				hypothetical protein
ILPPLFEM_08878	CDS	414				hypothetical protein
ILPPLFEM_08879	CDS	1263	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
ILPPLFEM_08880	CDS	933				hypothetical protein
ILPPLFEM_08881	CDS	495				hypothetical protein
ILPPLFEM_08882	CDS	252	sufE		COG2166	Cysteine desulfuration protein SufE
ILPPLFEM_08883	CDS	543	trmH_3	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
ILPPLFEM_08884	CDS	1077	rlmCD_4	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
ILPPLFEM_08885	CDS	573				hypothetical protein
ILPPLFEM_08886	CDS	333				hypothetical protein
ILPPLFEM_08887	CDS	525	nadE_2	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
ILPPLFEM_08888	CDS	159				hypothetical protein
ILPPLFEM_08889	CDS	711	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
ILPPLFEM_08890	CDS	399	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
ILPPLFEM_08891	CDS	771				hypothetical protein
ILPPLFEM_08892	CDS	480				hypothetical protein
ILPPLFEM_08893	CDS	738				hypothetical protein
ILPPLFEM_08894	CDS	378				hypothetical protein
ILPPLFEM_08895	CDS	360				hypothetical protein
ILPPLFEM_08896	CDS	468				hypothetical protein
ILPPLFEM_08897	rRNA	1010				23S ribosomal RNA (partial)
ILPPLFEM_08898	CDS	264				hypothetical protein
ILPPLFEM_08899	CDS	351				hypothetical protein
ILPPLFEM_08900	CDS	516	rny_2	3.1.-.-		Ribonuclease Y
ILPPLFEM_08901	CDS	291				hypothetical protein
ILPPLFEM_08902	CDS	594				hypothetical protein
ILPPLFEM_08903	CDS	813				hypothetical protein
ILPPLFEM_08904	CDS	210				hypothetical protein
ILPPLFEM_08905	CDS	183				hypothetical protein
ILPPLFEM_08906	CDS	852				hypothetical protein
ILPPLFEM_08907	CDS	192				hypothetical protein
ILPPLFEM_08908	CDS	504				IS630 family transposase ISSpn2
ILPPLFEM_08909	CDS	501				hypothetical protein
ILPPLFEM_08910	CDS	609				hypothetical protein
ILPPLFEM_08911	CDS	1257	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
ILPPLFEM_08912	CDS	486				hypothetical protein
ILPPLFEM_08913	CDS	321	rpoA_4	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
ILPPLFEM_08914	CDS	354				hypothetical protein
ILPPLFEM_08915	CDS	309				hypothetical protein
ILPPLFEM_08916	CDS	456				hypothetical protein
ILPPLFEM_08917	CDS	768				IS1182 family transposase ISBpu1
ILPPLFEM_08918	CDS	609				hypothetical protein
ILPPLFEM_08919	CDS	180				hypothetical protein
ILPPLFEM_08920	CDS	327				hypothetical protein
ILPPLFEM_08921	CDS	150				hypothetical protein
ILPPLFEM_08922	CDS	852				hypothetical protein
ILPPLFEM_08923	CDS	306	murC_4	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
ILPPLFEM_08924	CDS	870				hypothetical protein
ILPPLFEM_08925	CDS	231	glmS_6	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ILPPLFEM_08926	CDS	303				hypothetical protein
ILPPLFEM_08927	CDS	465				hypothetical protein
ILPPLFEM_08928	CDS	1101				hypothetical protein
ILPPLFEM_08929	CDS	882				IS3 family transposase ISPpu29
ILPPLFEM_08930	CDS	291				hypothetical protein
ILPPLFEM_08931	CDS	168				hypothetical protein
ILPPLFEM_08932	CDS	597				hypothetical protein
ILPPLFEM_08933	CDS	735				hypothetical protein
ILPPLFEM_08934	CDS	645				hypothetical protein
ILPPLFEM_08935	CDS	183				hypothetical protein
ILPPLFEM_08936	CDS	1122				hypothetical protein
ILPPLFEM_08937	CDS	279				hypothetical protein
ILPPLFEM_08938	CDS	153				hypothetical protein
ILPPLFEM_08939	CDS	144				hypothetical protein
ILPPLFEM_08940	CDS	303				hypothetical protein
